survey	data_release	source_name	schema_key
GALAH	Data Release 3	140609002101026	galah.dr3.spectra.hermes.spectrum_1d
GALAH	Data Release 3	140609002101028	galah.dr3.spectra.hermes.spectrum_1d
GALAH	Data Release 3	140609002101034	galah.dr3.spectra.hermes.spectrum_1d
GALAH	Data Release 3	140609002101051	galah.dr3.spectra.hermes.spectrum_1d
GALAH	Data Release 3	140609002101052	galah.dr3.spectra.hermes.spectrum_1d
GALAH	Data Release 3	140609002101053	galah.dr3.spectra.hermes.spectrum_1d
GALAH	Data Release 3	140609002101056	galah.dr3.spectra.hermes.spectrum_1d
GALAH	Data Release 3	140609002101064	galah.dr3.spectra.hermes.spectrum_1d
GALAH	Data Release 3	140609002101066	galah.dr3.spectra.hermes.spectrum_1d
GALAH	Data Release 3	140609002101070	galah.dr3.spectra.hermes.spectrum_1d
GALAH	Data Release 3	140609002101071	galah.dr3.spectra.hermes.spectrum_1d
GALAH	Data Release 3	140609002101074	galah.dr3.spectra.hermes.spectrum_1d
GALAH	Data Release 3	140609002101075	galah.dr3.spectra.hermes.spectrum_1d
GALAH	Data Release 3	140609002101077	galah.dr3.spectra.hermes.spectrum_1d
GALAH	Data Release 3	140609002101094	galah.dr3.spectra.hermes.spectrum_1d
GALAH	Data Release 3	140609002101096	galah.dr3.spectra.hermes.spectrum_1d
GALAH	Data Release 3	140609002101104	galah.dr3.spectra.hermes.spectrum_1d
GALAH	Data Release 3	140609002101105	galah.dr3.spectra.hermes.spectrum_1d
GALAH	Data Release 3	140609002101106	galah.dr3.spectra.hermes.spectrum_1d
GALAH	Data Release 3	140609002101108	galah.dr3.spectra.hermes.spectrum_1d
GALAH	Data Release 3	140609002101110	galah.dr3.spectra.hermes.spectrum_1d
GALAH	Data Release 3	140609002101115	galah.dr3.spectra.hermes.spectrum_1d
GALAH	Data Release 3	140609002101118	galah.dr3.spectra.hermes.spectrum_1d
GALAH	Data Release 3	140609002101133	galah.dr3.spectra.hermes.spectrum_1d
GALAH	Data Release 3	140609002101265	galah.dr3.spectra.hermes.spectrum_1d
GALAH	Data Release 3	140609002101373	galah.dr3.spectra.hermes.spectrum_1d
GALAH	Data Release 3	140609002601013	galah.dr3.spectra.hermes.spectrum_1d
GALAH	Data Release 3	140609002601015	galah.dr3.spectra.hermes.spectrum_1d
GALAH	Data Release 3	140609002601016	galah.dr3.spectra.hermes.spectrum_1d
GALAH	Data Release 3	140609002601018	galah.dr3.spectra.hermes.spectrum_1d
